"p_id","program","comments","date_added","url","status","term","us_or_international","gpa","gre","gre_v","gre_aw","degree"
8439,"University of Illinois Urbana, Chemical Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977498","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8440,"University of Minnesota, Psychological Science","NA","2025-03-10","https://www.thegradcafe.com/result/977497","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8441,"Virginia Tech, Chemical Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977496","Accepted on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8442,"SUNY Buffalo, Cognitive Psychology","NA","2025-03-10","https://www.thegradcafe.com/result/977495","Accepted on 4 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8443,"University of California, Civil And Environmental Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977494","Rejected on 10 Mar","Fall 2025","International","3.78",NULL,NULL,NULL,"PhD"
8444,"University of Washington, Architecture","NA","2025-03-10","https://www.thegradcafe.com/result/977493","Wait listed on 10 Mar","Fall 2025","American","3.7",NULL,NULL,NULL,"Masters"
8445,"University of Western Ontario, Counseling Psychology","NA","2025-03-10","https://www.thegradcafe.com/result/977492","Accepted on 10 Mar","Fall 2025","International","3.9",NULL,NULL,NULL,"Masters"
8446,"ETH Zurich, Computer Science","NA","2025-03-10","https://www.thegradcafe.com/result/977491","Rejected on 3 Mar","Fall 2025","International","4",NULL,NULL,NULL,"Masters"
8447,"Johns Hopkins University, Biomedical Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977490","Accepted on 7 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8448,"Stony Brook University, Computer Science","NA","2025-03-10","https://www.thegradcafe.com/result/977489","Accepted on 21 Feb","Fall 2025","International","3.9",NULL,NULL,NULL,"PhD"
8449,"University of California, Creative Writing Fiction","3a/2w/3r/6p, email to check portal","2025-03-10","https://www.thegradcafe.com/result/977488","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"MFA"
8450,"Johns Hopkins University, Biotechnology","NA","2025-03-10","https://www.thegradcafe.com/result/977487","Accepted on 7 Mar","Fall 2025","International","3.4",NULL,NULL,NULL,"Masters"
8451,"Toronto Metropolitan University, Social Work","Randomly checked the my.torontomu portal in the afternoon and saw that I was admitted to the MSW program. Received an email at 10:45pm to check the portal as my status had changed. 
Canadian applicant.","2025-03-10","https://www.thegradcafe.com/result/977486","Accepted on 10 Mar","Fall 2025","International","4",NULL,NULL,NULL,"Masters"
8452,"University of Connecticut, Cell and Molecular Biology","Acceptance letter through email update on applicant portal","2025-03-10","https://www.thegradcafe.com/result/977485","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8453,"Yale University, Slavic Languages And Literatures","ignore the decision. i never got an interview, so i know that i have no chance. why are they taking so long just to tell me that they are rejecting me","2025-03-10","https://www.thegradcafe.com/result/977484","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8454,"Princeton University, Architecture","Graduate Fellowship: Full Tuition + Stipend","2025-03-10","https://www.thegradcafe.com/result/977482","Accepted on 7 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8455,"Stony Brook University, Applied Mathematics","NA","2025-03-10","https://www.thegradcafe.com/result/977481","Accepted on 10 Mar","Fall 2025","American","3.67",NULL,NULL,NULL,"PhD"
8456,"University of Toronto, Social Work","NA","2025-03-10","https://www.thegradcafe.com/result/977480","Accepted on 27 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8457,"University of California, Physics","NA","2025-03-10","https://www.thegradcafe.com/result/977479","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8458,"University of California (UCSC), Astronomy","NA","2025-03-10","https://www.thegradcafe.com/result/977478","Rejected on 10 Mar","Fall 2025","International","3.33",NULL,NULL,NULL,"PhD"
8459,"University of California, Physics","NA","2025-03-10","https://www.thegradcafe.com/result/977477","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8460,"University of Toronto, Social Work","Canadian","2025-03-10","https://www.thegradcafe.com/result/977476","Accepted on 27 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8461,"University of Toronto, Social Work","Canadian","2025-03-10","https://www.thegradcafe.com/result/977475","Accepted on 27 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8462,"Toronto Metropolitan University, Social Work","Canadian applicant.","2025-03-10","https://www.thegradcafe.com/result/977474","Accepted on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8463,"Toronto Metropolitan University, Social Work","Canadian","2025-03-10","https://www.thegradcafe.com/result/977473","Accepted on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8464,"University of Toronto, Finance","NA","2025-03-10","https://www.thegradcafe.com/result/977472","Rejected on 11 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8465,"Princeton University, Sociology","3a/3r, end of my application season :)","2025-03-10","https://www.thegradcafe.com/result/977471","Accepted on 6 Mar","Fall 2025","International","3.86","340",NULL,NULL,"PhD"
8466,"University of California, Physics","NA","2025-03-10","https://www.thegradcafe.com/result/977470","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8467,"University of California, Physics","NA","2025-03-10","https://www.thegradcafe.com/result/977469","Rejected on 11 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8468,"University of California, Interaction Design","NA","2025-03-10","https://www.thegradcafe.com/result/977468","Rejected on 11 Mar","Fall 2025","International","3.9",NULL,NULL,NULL,"Masters"
8469,"UC RIVERSIDE, Public Policy","Dean's Fellowship","2025-03-10","https://www.thegradcafe.com/result/977467","Accepted on 10 Mar","Fall 2025","American","3.99",NULL,NULL,NULL,"Masters"
8470,"Duke University, Statistics","Guess my application got wiped out due to my lower-than-average GPA...congratulations to those who made it!","2025-03-10","https://www.thegradcafe.com/result/977466","Rejected on 10 Nov","Fall 2025","International","3.55",NULL,NULL,NULL,"Masters"
8471,"Georgia Institute of Technology, City and Regional Planning","NA","2025-03-10","https://www.thegradcafe.com/result/977465","Accepted on 17 Apr","Fall 2025","International","4",NULL,NULL,NULL,"PhD"
8472,"University of Southern California, Electrical And Computer Engineering","Updated in youSC portal. No notification.","2025-03-10","https://www.thegradcafe.com/result/977464","Rejected on 8 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8473,"University of California, Neuroscience","view the update in the page","2025-03-10","https://www.thegradcafe.com/result/977463","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8474,"Chaminade University, Clinical Psychology","Interviewed in January","2025-03-10","https://www.thegradcafe.com/result/977462","Accepted on 8 Mar","Fall 2025","American","3.9",NULL,NULL,NULL,"PsyD"
8475,"University of California, Irvine, Cognitive Science","NA","2025-03-10","https://www.thegradcafe.com/result/977461","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8476,"University of Hawaii at Manoa, American Studies","Well, I was trying to log in to my application status, and my account was deleted... I guess that is one way to be rejected.
I later checked my mailbox and got a nice rejection letter.","2025-03-10","https://www.thegradcafe.com/result/977460","Rejected on 10 Mar","Fall 2025","American","3.48",NULL,NULL,NULL,"Masters"
8477,"Simon Fraser University, Statistics","NA","2025-03-10","https://www.thegradcafe.com/result/977459","Interview on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8478,"University of British Columbia, Archival Studies & Library And Information Science","Canadian student with a BAH in Classics from an Ontario Uni. ~3 years experience as a library student assistant and 1 year experience in archiving. Very excited!!","2025-03-10","https://www.thegradcafe.com/result/977458","Accepted on 10 Mar","Fall 2025","International","3.75",NULL,NULL,NULL,"Masters"
8479,"Harvard University, Theological Studies","~70% tuition covered","2025-03-10","https://www.thegradcafe.com/result/977457","Accepted on 10 Mar","Fall 2025","American","3.98",NULL,NULL,NULL,"Masters"
8480,"University of British Columbia, Computer Science","Interview with 3 PIs near the end of Feb. Field: ML / CV","2025-03-10","https://www.thegradcafe.com/result/977456","Accepted on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8481,"Arizona State University, Chemistry","Applied for PhD, got referred for masters. No funding.","2025-03-10","https://www.thegradcafe.com/result/977455","Accepted on 7 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8482,"Idaho State University, Speech Language Pathology","Online Program","2025-03-10","https://www.thegradcafe.com/result/977454","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8483,"Columbia University, Creative Writing Fiction","Rejected from 6 schools so far and this is my first acceptance. Beyond excited. Still waiting to hear from 7","2025-03-10","https://www.thegradcafe.com/result/977453","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"MFA"
8484,"Columbia University, Statistics","NA","2025-03-10","https://www.thegradcafe.com/result/977452","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8485,"Fordham University, Medieval Studies","Full funding with grad assistantship and merit scholarships, after a rough round of applications this is what I needed!","2025-03-10","https://www.thegradcafe.com/result/977451","Accepted on 5 Mar","Fall 2025","American","3.94",NULL,NULL,NULL,"Masters"
8486,"California Polytechnic State University, Counseling Psychology","NA","2025-03-10","https://www.thegradcafe.com/result/977450","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8487,"University of California, Physics","lowkey expected since the current funding situation.
luckily got accepted to another school.
Good luck to everyone out there.","2025-03-10","https://www.thegradcafe.com/result/977449","Rejected on 10 Mar","Fall 2025","International","3.95",NULL,NULL,NULL,"PhD"
8488,"Oregon State University, Artificial Intelligence","NA","2025-03-10","https://www.thegradcafe.com/result/977448","Accepted on 11 Mar","Fall 2025","International","3.68",NULL,NULL,NULL,"Masters"
8489,"Harvard University, Biostatistics","NA","2025-03-10","https://www.thegradcafe.com/result/977447","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8490,"University of Oregon, Developmental Psychology","Polite email from the department's graduate admissions coordinator.","2025-03-10","https://www.thegradcafe.com/result/977446","Rejected on 9 Mar","Fall 2025","American","3.98",NULL,NULL,NULL,"PhD"
8491,"Cornell University, Human Development","Polite email from the department's director of graduate studies.","2025-03-10","https://www.thegradcafe.com/result/977445","Rejected on 10 Mar","Fall 2025","American","3.98",NULL,NULL,NULL,"PhD"
8492,"University of California (UCSC), Astronomy","NA","2025-03-10","https://www.thegradcafe.com/result/977444","Rejected on 10 Mar","Fall 2025","American","3.87",NULL,NULL,NULL,"PhD"
8493,"Indiana University, Studio Art","NA","2025-03-10","https://www.thegradcafe.com/result/977443","Rejected on 5 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"MFA"
8494,"University of California, Communication","NA","2025-03-10","https://www.thegradcafe.com/result/977442","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8495,"Texas Christian University, English","NA","2025-03-10","https://www.thegradcafe.com/result/977441","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8496,"Columbia University, Creative Writing Fiction","NA","2025-03-10","https://www.thegradcafe.com/result/977440","Accepted on 10 Mar","Fall 2025","International","3.92",NULL,NULL,NULL,"MFA"
8497,"University of California, Physics","AMO-EX. No GRE.","2025-03-10","https://www.thegradcafe.com/result/977439","Rejected on 10 Mar","Fall 2025","American","3.94",NULL,NULL,NULL,"PhD"
8498,"New York University, Mental Health Counseling","NA","2025-03-10","https://www.thegradcafe.com/result/977438","Rejected on 6 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8499,"University of California, Civil And Environmental Engineering","Transportation Engineering","2025-03-10","https://www.thegradcafe.com/result/977437","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8500,"University of California, Physics","NA","2025-03-10","https://www.thegradcafe.com/result/977436","Rejected on 10 Mar","Fall 2025","American","3.85",NULL,NULL,NULL,"PhD"
8501,"University of California (UCSC), Literature","creative writing fiction 2a/1p/7r/5p","2025-03-10","https://www.thegradcafe.com/result/977435","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8502,"Kaiser Permanente School of Allied Health Sciences, Counseling","NA","2025-03-10","https://www.thegradcafe.com/result/977434","Accepted on 6 Mar","Fall 2025","American","3.1",NULL,NULL,NULL,"Masters"
8503,"Santa Clara University, Counseling Psychology","NA","2025-03-10","https://www.thegradcafe.com/result/977432","Accepted on 10 Mar","Fall 2025","American","3.1",NULL,NULL,NULL,"Masters"
8504,"George Washington University, Economics","You have been named as an alternate for a University Fellowship and/or Graduate Assistantship. We have only a limited number of these awards available, not nearly enough for all deserving applicants. Although we cannot offer you an award at this time, we may be able to in the near future.","2025-03-10","https://www.thegradcafe.com/result/977431","Accepted on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8505,"Rutgers University, Developmental Psychology","NA","2025-03-10","https://www.thegradcafe.com/result/977430","Rejected on 10 Mar","Fall 2025","International","3.87",NULL,NULL,NULL,"PhD"
8506,"University of Wisconsin, Speech Language Pathology","NA","2025-03-10","https://www.thegradcafe.com/result/977429","Accepted on 10 Mar","Fall 2025","American","3.88",NULL,NULL,NULL,"Masters"
8507,"New York University, Cinema Studies","absolutely no funding offered LOL. the finaid letter basically said better luck next time brokie","2025-03-10","https://www.thegradcafe.com/result/977428","Accepted on 10 Mar","Fall 2025","International","3.63",NULL,NULL,NULL,"Masters"
8508,"Columbia University, Operations Research","I got two interviews but did not have any feedback now. Sad","2025-03-10","https://www.thegradcafe.com/result/977427","Interview on 31 Jan","Fall 2025","International","3.95",NULL,NULL,NULL,"PhD"
8509,"Duke University, Economics","NA","2025-03-10","https://www.thegradcafe.com/result/977426","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8510,"University of California, Irvine, Criminology","NA","2025-03-10","https://www.thegradcafe.com/result/977425","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8511,"UC RIVERSIDE, English","Thought this was my best fit, but apparently not. Anyway, they took more than two months to inform applicants about a rejection, lowest-ranked UC for a reason lmao. 2a/4wl/3r/1p.","2025-03-10","https://www.thegradcafe.com/result/977424","Rejected on 11 Mar","Fall 2025","International","4",NULL,NULL,NULL,"PhD"
8512,"Idaho State University, Speech Language Pathology","NA","2025-03-10","https://www.thegradcafe.com/result/977423","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8513,"University of Utah, Speech Language Pathology","NA","2025-03-10","https://www.thegradcafe.com/result/977422","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8514,"University of Northern Colorado, Speech Language Pathology","NA","2025-03-10","https://www.thegradcafe.com/result/977421","Accepted on 5 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8515,"Idaho State University, Speech-Language Pathology","NA","2025-03-10","https://www.thegradcafe.com/result/977420","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8516,"University of Utah, Speech-Language Pathology","NA","2025-03-10","https://www.thegradcafe.com/result/977419","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8517,"University of Northern Colorado, Speech-Language Pathology","NA","2025-03-10","https://www.thegradcafe.com/result/977418","Accepted on 5 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8518,"University of Delaware, Economics","NA","2025-03-10","https://www.thegradcafe.com/result/977417","Rejected on 21 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8519,"Yale University, Mechanical Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977416","Accepted on 3 Oct","Fall 2025","International","3.92",NULL,NULL,NULL,"Masters"
8520,"University of Southern California, Computer Science","No notification whatsoever. I went on yousc -> check status and downloaded the decision message and see reject letter.","2025-03-10","https://www.thegradcafe.com/result/977415","Rejected on 8 Mar","Fall 2025","International","3.62",NULL,NULL,NULL,"PhD"
8521,"Rice University, Chemistry","If you email them, you will receive a decision.","2025-03-10","https://www.thegradcafe.com/result/977414","Rejected on 10 Mar","Fall 2025","International","3.8",NULL,NULL,NULL,"PhD"
8522,"Bard College, Curatorial Studies","interviewed with Lara Fresko Madra - I think it went well!","2025-03-10","https://www.thegradcafe.com/result/977413","Interview on 7 Mar","Fall 2025","American","3.26",NULL,NULL,NULL,"Masters"
8523,"Michigan State University, Industrial Organizational Psychology","NA","2025-03-10","https://www.thegradcafe.com/result/977412","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8524,"Boston University, Biomedical Engineering","Accepted to Master program in the same email.","2025-03-10","https://www.thegradcafe.com/result/977411","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8525,"Simon Fraser University, Economics","NA","2025-03-10","https://www.thegradcafe.com/result/977410","Accepted on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8526,"Stevens Institute of Technology, Robotics","NA","2025-03-10","https://www.thegradcafe.com/result/977409","Rejected on 10 Mar","Fall 2025","International","3.68",NULL,NULL,NULL,"Masters"
8527,"University of Pittsburgh, Economics","NA","2025-03-10","https://www.thegradcafe.com/result/977408","Wait listed on 11 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8528,"Southern Illinois University, Linguistics","An updated decision for your graduate application to SIU Carbondale is available. Please log in access your student portal to view the update.

Sincerely,

Graduate School
Southern Illinois University Carbondale","2025-03-10","https://www.thegradcafe.com/result/977407","Accepted on 4 Mar","Fall 2025","International","3.91",NULL,NULL,NULL,"Masters"
8529,"Ohio State University, Economics","""Has anyone received any updates regarding the first-year funding for OSU? They said they would decide by March 15th, but I haven't heard anything yet. Of course, there's still some time left, but this is my only hope, so I'm feeling anxious.","2025-03-10","https://www.thegradcafe.com/result/977406","Accepted on 17 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8530,"Yale University, Mechanical Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977405","Accepted on 10 Mar","Fall 2025","International","3.78",NULL,NULL,NULL,"Masters"
8531,"Columbia University, Statistics","NA","2025-03-10","https://www.thegradcafe.com/result/977404","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8532,"ETH Zurich, Computer Science","From a top-tier university in Asia. GPA: 4.26/4.3.","2025-03-10","https://www.thegradcafe.com/result/977403","Accepted on 10 Mar","Fall 2025","International","3.99",NULL,NULL,NULL,"Masters"
8533,"San Diego State University, Speech Language Pathology","NA","2025-03-10","https://www.thegradcafe.com/result/977402","Accepted on 9 Mar","Fall 2025","American","3.99",NULL,NULL,NULL,"Masters"
8534,"Boston College, Social Work","Got a $40,000 scholarship","2025-03-10","https://www.thegradcafe.com/result/977401","Accepted on 10 Mar","Fall 2025","American","3.11",NULL,NULL,NULL,"Masters"
8535,"Harvard University, Theological Studies","Religion major undergrad. Interview request 2/14.","2025-03-10","https://www.thegradcafe.com/result/977400","Accepted on 10 Mar","Fall 2025","American","3.9",NULL,NULL,NULL,"Masters"
8536,"University of California (UCSC), Literature","NA","2025-03-10","https://www.thegradcafe.com/result/977399","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8537,"University of Texas, Finance","NA","2025-03-10","https://www.thegradcafe.com/result/977398","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8538,"Syracuse University, Aerospace Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977397","Accepted on 13 Feb","Fall 2025","American","2.7","318","156",NULL,"Masters"
8539,"UC RIVERSIDE, English","yay rejected from my top choice :,( (0a/1w/3r/2p)","2025-03-10","https://www.thegradcafe.com/result/977396","Rejected on 10 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
8540,"University of Southern California, Electrical And Computer Engineering","No notification, went to youSC and saw the rejection letter","2025-03-10","https://www.thegradcafe.com/result/977395","Rejected on 8 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8541,"SUNY Stony Brook, Economics","invited for interview by email","2025-03-10","https://www.thegradcafe.com/result/977394","Interview on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8542,"Lehigh University, Mechanical Engineering","Aerospace engineering undergrad","2025-03-10","https://www.thegradcafe.com/result/977393","Accepted on 11 Feb","Fall 2025","American","2.7",NULL,NULL,NULL,"Masters"
8543,"University of California, English","Got an email stating there was an update to the portal.","2025-03-10","https://www.thegradcafe.com/result/977392","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8544,"University of Chicago, MAPSS","NA","2025-03-10","https://www.thegradcafe.com/result/977391","Accepted on 26 Feb","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8545,"Columbia University, Political Science","email to check portal, very unexpected","2025-03-10","https://www.thegradcafe.com/result/977390","Accepted on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8546,"University of Utah, English","NA","2025-03-10","https://www.thegradcafe.com/result/977389","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
8547,"Kent State University, Speech Language Pathology","3.2 undergrad gpa, 3.8 csd gpa","2025-03-10","https://www.thegradcafe.com/result/977388","Accepted on 10 Mar","Fall 2025","American","3.2",NULL,NULL,NULL,"Masters"
8548,"University of British Columbia, Economics","Domestic applicant, no funding. 1 week to accept","2025-03-10","https://www.thegradcafe.com/result/977387","Accepted on 10 Mar","Fall 2025","International","3.9",NULL,NULL,NULL,"Masters"
8549,"University of British Columbia, Linguistics","Domestic - Canadian","2025-03-10","https://www.thegradcafe.com/result/977386","Wait listed on 7 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8550,"University of Cambridge, Linguistics","NA","2025-03-10","https://www.thegradcafe.com/result/977385","Accepted on 6 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
8551,"University of Washington, Design Technology MSDT","NA","2025-03-10","https://www.thegradcafe.com/result/977384","Wait listed on 11 Mar","Fall 2025","International","3.33",NULL,NULL,NULL,"Masters"
8552,"University of Illinois Urbana, Art History","I honestly don't know why they took so long to make the decisions.","2025-03-10","https://www.thegradcafe.com/result/977383","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8553,"University of Colorado Boulder, Economics","NA","2025-03-10","https://www.thegradcafe.com/result/977382","Accepted on 6 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8554,"Rutgers University, Communication, Information and Media ( Media Studies)","I can not contain myself.","2025-03-10","https://www.thegradcafe.com/result/977381","Accepted on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8555,"University of Southern California, Computer Science","NA","2025-03-10","https://www.thegradcafe.com/result/977380","Rejected on 8 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8556,"University of California, City Planning","Not surprised","2025-03-10","https://www.thegradcafe.com/result/977379","Rejected on 7 Mar","Fall 2025","International","3.8",NULL,NULL,NULL,"Masters"
8557,"Harvard University, Biostatistics","NA","2025-03-10","https://www.thegradcafe.com/result/977378","Rejected on 10 Mar","Fall 2025","American","3.9","318","156","4.5","PhD"
8558,"Yeshiva University, Clinical Psychology","NA","2025-03-10","https://www.thegradcafe.com/result/977377","Wait listed on 17 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PsyD"
8559,"University of Florida, English","NA","2025-03-10","https://www.thegradcafe.com/result/977376","Wait listed on 9 Mar","Fall 2025","International","4",NULL,NULL,NULL,"PhD"
8560,"Columbia University, Statistics","NA","2025-03-10","https://www.thegradcafe.com/result/977375","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8561,"University of California (UCSC), English","Have received better offers but really disappointed at the amount of time UCSC took to reject me. 2a/4wl/2r/2p","2025-03-10","https://www.thegradcafe.com/result/977374","Rejected on 11 Mar","Fall 2025","International","4",NULL,NULL,NULL,"PhD"
8562,"University of California (UCSC), Literature","Email to check portal.

The lack of communication from this school for 3 straight months is actually inexcusable. For anyone really upset about this, I found out from someone I know in the program that they apparently had to cut their admissions in half because of funding concerns. Would have been nice if the school/department itself had let any of us know that.","2025-03-10","https://www.thegradcafe.com/result/977373","Rejected on 10 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
8563,"Columbia University, Statistics","NA","2025-03-10","https://www.thegradcafe.com/result/977372","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8564,"University of Georgia, Computer Science","No interview, no funding. I emailed professors, but most didn't respond. Two replied, but both said no funding was available.","2025-03-10","https://www.thegradcafe.com/result/977371","Accepted on 19 Feb","Fall 2025","International","3.64",NULL,NULL,NULL,"PhD"
8565,"Cornell University, Biomedical Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977370","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8566,"University of California (UCSC), Creative Writing Fiction","NA","2025-03-10","https://www.thegradcafe.com/result/977369","Rejected on 10 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
8567,"University of Utah, Speech Language Pathology","Looks like emails are being sent out individually in alphabetical order. Super excited to join this cohort!","2025-03-10","https://www.thegradcafe.com/result/977368","Accepted on 10 Mar","Fall 2025","American","3.69",NULL,NULL,NULL,"Masters"
8568,"University of California, Irvine, Business Analytics","NA","2025-03-10","https://www.thegradcafe.com/result/977367","Accepted on 10 Mar","Fall 2025","International","3.64",NULL,NULL,NULL,"Masters"
8569,"University of Michigan, Mechanical Engineering","Rejected from the doctoral program but offered admission to the master's program instead.","2025-03-10","https://www.thegradcafe.com/result/977366","Rejected on 26 Feb","Fall 2025","International","3.8",NULL,NULL,NULL,"PhD"
8570,"University of Washington, Chemistry","NA","2025-03-10","https://www.thegradcafe.com/result/977365","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8571,"Rice University, Mechanical Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977363","Accepted on 6 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8572,"University of Washington, Architecture","Second year being waitlisted.","2025-03-10","https://www.thegradcafe.com/result/977362","Wait listed on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
8573,"University of Notre Dame, Chemical And Biomolecular Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977360","Rejected on 14 Feb","Fall 2025","American","3.3",NULL,NULL,NULL,"PhD"
8574,"University of Michigan, Chemical Engineering","NA","2025-03-10","https://www.thegradcafe.com/result/977359","Rejected on 27 Feb","Fall 2025","American","3.3",NULL,NULL,NULL,"PhD"
8575,"Harvard University, Biostatistics","NA","2025-03-10","https://www.thegradcafe.com/result/977358","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8576,"University of Southern California, Computer Science","NA","2025-03-10","https://www.thegradcafe.com/result/977357","Rejected on 8 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8577,"Columbia University, Computer Science","NA","2025-03-10","https://www.thegradcafe.com/result/977356","Rejected on 28 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
8578,"Georgetown University, Government","E-mail to check the portal","2025-03-10","https://www.thegradcafe.com/result/977355","Rejected on 6 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
